no,w1,w2,w3,industry,scale,q1,q1b_1,q1b_2,q1b_3,q1b_4,q1b_5,q1b_6,q1b_7,q1b_8,q1b_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2b,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bb_5,q2bb_6,q2bb_7,q2bb_8,q2bb_9,q2bb_10,q3,q3a,q4,q4b_1,q4b_2,q4b_3,q4b_4,q4b_5,q4b_6,q4b_7,q4b_8,q4b_9,q4b_10,q5,q5a,q5b,q5c_1,q5c_2,q5c_3,q5c_4,q5c_5,q5c_6,q5c_7,q5c_8,q5c_9,q5d,q5e_1,q5e_2,q5e_3,q5e_4,q5e_5,q5e_6,q5e_7,q5e_8,q5e_9,q6,q6a_2,q6a_3,q6a_4,q6a_5,q6b,q6q6b,q7a,q7b,q7b_1,q7b_2,q7c,q7c_1,q7c_2,q7c_3,q8a0,q8a,q8b0,q8b,q8c0,q8c,q9,q9a2,q9a3,q10,q11,q11a1,q11b1,q11a2,q11b2,q11a3,q11b3,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q13,q14_1,q14_2,q14_3,q14_4,q14_5,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q16,q16a,q16b_1,q16b_2,q16b_3,q16b_4,q16b_5,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17a_6,q17a_7,q17a_8,q17a_9,q18a,q18b,q18c,q18d,q18e,q18f,q19,q19a,q20_1,q20_2,q20_3,q21,q21a_1,q21a_2,q21a_3,q21a_4,q21a_5,q21a_6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q23,q23a,q23b,q23c,q23ca,q23caa,q23cb,q24,q24a_1,q24a_2,q24a_3,q24a_4,q24a_5,q24a_6,q24a_7,q24a_8,q24a_9,q24a_10
BO16011,9.32608695652174,10.4722222222222,31.4166666666666,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,14,9,176,176,0,27000,24000,0,3000,1,3,1,5,1,3,1, , ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1, , , , , , ,2,0,1,0,0,0,1,0,0,0,0
BO16013,9.32608695652174,10.4722222222222,41.8888888888888,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,4,4,0,0,0,14,18,9,181.4,168,13.4,25926,24000,1926,0,2, ,1,5,1,2,2,1, ,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2, ,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO16020,9.32608695652174,10.4722222222222,31.4166666666666,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,0,3,0,3,0,0,16,19,9,188,168,20,28000,25000,3000,0,2, ,2, ,2, ,2,1, ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,2,2,2,2,2,2,2, ,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO16022,9.32608695652174,10.4722222222222,62.8333333333332,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,6,6,0,0,0,17,23,9,168,168,0,24000,24000,0,0,1,4,1,7,2, ,1, , ,1,1,2,2500, , , , ,0,0,0,0,1,0,3,1,1,1,0,0,1,0,1,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO16023,9.32608695652174,10.4722222222222,41.8888888888888,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,1,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,4,2,2,0,0,19,23,9,168,168,0,24000,24000,0,0,2, ,1,6,1,3,2,1, ,1,1,1, , , , , ,0,1,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO16024,9.32608695652174,10.4722222222222,10.4722222222222,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,18,19,9,190.7,168,22.7,28262,25000,3262,0,1,6,1,6,1,2,2,1, ,1,1,1, , , , , ,0,0,0,0,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO16027,9.32608695652174,10.4722222222222,52.361111111111,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,5,5,0,0,0,19,24,9,210,168,42,31000,25000,6000,0,2, ,1,3,1,7,2,1, ,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,0,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,0,0,0,0,0,0,0,0
BO16028,9.32608695652174,10.4722222222222,83.7777777777776,15,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,8,8,0,0,0,20,28,9,176,176,0,24000,24000,0,0,2, ,2, ,2, ,1, , ,1,1,1, , , , , ,0,1,0,0,0,0,4,1,1,0,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,4,2,2,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,0,0,0,1,0,0,1,0
BO16032,9.32608695652174,10.4722222222222,41.8888888888888,15,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,4,0,2,2,0,21,25,9,174,168,6,24798,24000,798,0,2, ,1,7,2, ,2,1, ,1,1,2,2500, , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2, ,1,0,0,2,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO16033,9.32608695652174,10.4722222222222,52.361111111111,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,5,3,2,0,0,17,22,9,198,168,30,33520,27609,4311,1600,1,7,1,7,2, ,3, ,1,1,1,1, , , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,1,2,1,0,0,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO21646,7.54761904761905,10.630985915493,63.785915492958,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,6,4,2,0,0,24,30,9,168,168,0,27000,24000,0,3000,1,2,1,7,2, ,2,1, ,1,1,1, , , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,1,0,0,2,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1, , , , , , ,2,0,1,0,0,0,0,0,0,0,0
BO21648,7.54761904761905,10.630985915493,53.154929577465,15,2,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,4,4,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,5,5,0,0,0,25,30,9,187,168,19,26610,24000,2610,0,2, ,1,4,2, ,2,1, ,1,1,1, , , , , ,0,0,0,1,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,1,0,0,2,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1, , , , , , ,2,1,0,1,0,0,0,0,0,1,0
BO21653,7.54761904761905,10.630985915493,106.30985915493,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,10,1,1,0,0,1,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,10,10,0,0,0,30,40,9,208,168,40,32240,24000,6640,1600,1,4,1,5,1,3,1, , ,1,1,1, , , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,4,2,2,2, ,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1, , , , , , ,2,1,0,0,0,0,0,0,0,0,0
BO21654,7.54761904761905,10.630985915493,21.261971830986,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,2,2,0,0,0,30,32,9,200,168,32,30672,24000,5072,1600,2, ,1,4,2, ,3, ,1,1,2, , ,1, , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,2, ,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO21657,7.54761904761905,10.630985915493,63.785915492958,15,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,6,6,0,0,0,28,34,9,200,168,32,28288,24000,4288,0,1,4,1,3,2, ,2,1, ,1,1,2,2500, , , , ,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,3,3,2,1,2,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,1,0,0,0,0,0,0,0
BO21658,7.54761904761905,10.630985915493,95.678873239437,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,9,9,0,0,0,27,36,9,192,168,24,27192,24000,3192,0,2, ,2, ,2, ,2,1, ,2,1,2,2500, , , , ,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO21659,7.54761904761905,10.630985915493,53.154929577465,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,5,5,0,0,0,31,36,9,168,168,0,24000,24000,0,0,1,6,1,7,1,4,1, , ,1,1,1, , , , , ,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,0,0,0,0,0,0,1,0
BO21661,7.54761904761905,10.630985915493,127.571830985916,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,12,12,0,0,0,46,58,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,1, , ,1,1,2,2500, , , , ,0,1,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,0,0,0,0,0,0,1,0
BO21662,7.54761904761905,10.630985915493,127.571830985916,15,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,12,12,0,0,0,32,44,9,214,168,46,30000,24000,6000,0,1,4,1,7,1,4,3, ,1,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,0,1,0,0,1,0,0,0
BO21670,7.54761904761905,10.630985915493,95.678873239437,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,9,0,9,0,0,60,69,9,198,168,30,30600,24000,5000,1600,1,6,1,7,2, ,2,1, ,1,1,1, , , , , ,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1, , , , , , ,2,1,0,0,0,0,0,0,0,0,0
BO21672,7.54761904761905,10.630985915493,170.095774647888,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,16,0,16,0,0,52,68,9,168,168,0,25260,25260,0,0,2, ,1,4,2, ,1, , ,1,1,2,2200, , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,2, ,0,0,1,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1, , , , , , ,2,1,1,0,0,0,1,1,0,0,0
BO21676,7.54761904761905,10.630985915493,10.630985915493,15,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,1,1,0,0,0,85,86,9,210,168,42,33492,26000,7352,140,2, ,1,7,1,2,1, , ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO21678,7.54761904761905,10.630985915493,148.833802816902,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,14,14,0,0,0,81,95,9,187,168,19,28075,24892,3183,0,2, ,1,3,2, ,2,1, ,1,1,1, , , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,1,0,0,0,0,0,0,0
BO26043,7.54761904761905,10.630985915493,21.261971830986,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,0,0,1,0,0,0,0,1,1,2,0,0,0,1,1,1,0,1,0, ,0,0,0,0,0,0,0,0,0,2,0,0,2,0,32,34,9,208,168,40,39600,32212,5788,1600,1,4,1,6,1,3,2,1, ,1,1,1, , , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,2,0,1,0,0,1,0,0,0,0,2,2,2,3,2,2,2, ,1,0,0,2,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO26046,7.54761904761905,10.630985915493,85.047887323944,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,8,0,8,0,0,25,33,9,208,168,40,31860,26500,5360,0,2, ,1,4,2, ,1, , ,1,1,2,2200, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,1,0,0,2,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO26047,7.54761904761905,10.630985915493,53.154929577465,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,5,0,5,0,0,27,32,9,168,168,0,28900,28900,0,0,2, ,1,6,2, ,2,1, ,1,1,2,3000, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO26048,7.54761904761905,10.630985915493,42.523943661972,15,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,4,2,2,0,0,31,35,9,188,168,20,28494,24000,2894,1600,1,6,1,6,2, ,1, , ,1,1,2,2000, , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,1,1,1,0,0,2,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1, , , , , , ,2,1,1,0,0,0,1,0,0,0,0
BO26049,7.54761904761905,10.630985915493,63.785915492958,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,6,6,0,0,0,32,38,9,168,168,0,26000,24000,0,2000,2, ,2, ,1,7,2,1, ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1, , , , , , ,2,1,1,0,0,0,1,0,0,0,0
BO26051,7.54761904761905,10.630985915493,63.785915492958,15,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,5,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,6,6,0,0,0,40,46,9,214,168,46,34630,27430,6200,1000,2, ,1,5,2, ,2,1, ,1,1,2,2500, , , , ,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BO26054,7.54761904761905,10.630985915493,31.892957746479,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,3,3,0,0,0,35,38,9,173,168,5,25269,24545,724,0,2, ,1,5,2, ,3, ,1,1,1,2,2500, , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,1,2,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,0,0,0,0,0,0,1,0
BO26058,7.54761904761905,10.630985915493,31.892957746479,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,3,3,0,0,0,45,48,9,190.7,168,22.7,28285,25000,3285,0,2, ,1,6,1,3,1, , ,1,1,1, , , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,1,2,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO26059,7.54761904761905,10.630985915493,148.833802816902,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,1,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,14,14,0,0,0,23,37,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,1, , ,1,1,2,2500, , , , ,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO26060,7.54761904761905,10.630985915493,106.30985915493,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,10,0,0,49,59,9,208,168,40,30640,24000,6640,0,2, ,1,6,2, ,1, , ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO26061,7.54761904761905,10.630985915493,74.416901408451,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,1,0,0,0,1,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,7,7,0,0,0,44,51,9,214,168,46,32500,24000,7000,1500,1,5,1,3,2, ,2,1, ,1,1,1, , , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,4,2,2,1,2,1,0,0,2,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
