no,w1,w2,w3,industry,scale,q1,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2a_10,q3,aq3,aq3a,q3b,q3c_1,q3c_2,q3c_3,q3c_4,q3c_5,q3c_6,q3c_7,q3c_8,q3e_1,q3e_2,q3e_3,q3e_4,q3e_5,q3e_6,q3e_7,q3e_8,q4,q4a_1,q4a_2,q4a_3,q4a_4,q4a_5,q4a_6,q4a_7,q4a_8,q4a_9,q4b,q4bb_1,q4bb_2,q4bb_3,q4bb_4,q4bb_5,q4bb_6,q4bb_7,q4bb_8,q4bb_9,q4bb_10,q5,q5b_1,q5b_2,q5b_3,q5b_4,q5b_5,q5b_6,q5b_7,q5b_8,q5b_9,q5b_10,q5b_11,nq6b,nq6c_1,nq6c_2,nq6c_3,nq6c_4,q7a,q7b,q7bb,q7ca,q7cb,nq7d,nq7db,nq7dc,q8,q8a2,q8a3,q9,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q14,q14a,q14b_1,q14b_2,q14b_3,q14b_4,q14b_5,q15a_1,q15a_2,q15a_3,q15a_4,q15a_5,q15a_6,q16,q16a,q17,q17a_1,q17a_2,q18,q18a_1,q18a_2,q18a_3,q18a_4,q18a_5,q19_1,q19_2,q19_3,q19_4,q19_5,q19_6,q19_7,q19_8,q19_9
98670,2.5,2.86573311367381,962.8863261944,16,5,2,1,1,1,1,0,0,1,1,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,1,1,1,1,0,336,0,336,0,0,11,152,40,27470,6141,18000,2000,0,2,1, ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,3,1,1,0,1,0,4,4,4,3,4,4,1,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
98675,8.11428571428571,7.19619047619048,43.1771428571429,26,2,1,2,0,0,0,0,0,0,0,0,0,0,2, , , ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,6,0,11,152,24,33470,4784, , , ,2,1, ,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1,1,0,0,0,3,3,3,3,3,3,1,1,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
98708,9.40677966101695,9.15286624203822,27.4585987261147,8,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,0,27470,0,0,5000,0,1, , ,1,0,0,1,0,0,0,0,0,0,0,1,0, ,1,1,0,1,0,0,1,3,1,1,1,1,0,3,3,3,3,3,3,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
98739,11.038961038961,13.0452261306533,26.0904522613066,22,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,152,0,27470,0,0,30470,0,2,1, ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,0,5,5,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
98851,9.81111111111111,10.5035714285714,52.517857142857,15,1,4,1,1,0,0,0,1,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,10,160,8,34000,1600,5000,15000,0,2,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,5,5,5,2,4,4,2, ,1,1,0,2,1,1,0,1,0,0,0,0,1,1,1,0,0,0
98942,8.79393939393939,8.79549950544016,131.932492581602,17,2,2,1,1,0,1,1,1,0,1,0,1,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,15,0,15,0,0,11,152,46,27470,6776,0,0,0,1, , ,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,1,1,0,0,1,2,1,1,1,1,0,4,4,4,4,4,4,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98947,8.79393939393939,8.79549950544016,79.1594955489614,17,2,4,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,1,0,9,2,5,2,0,11,152,15,27470,2284,36000,36000,0,2,1, ,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,0,0,4,4,3,3,3,3,2, ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98955,8.79393939393939,8.79549950544016,211.091988130564,17,2,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,24,0,24,0,0,11,152,0,27470,0,0,0,0,3, ,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,2,1,0,1,0,0,4,4,4,3,4,4,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98963,8.79393939393939,8.79549950544016,96.7504945598418,17,2,3,1,1,0,0,0,0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,11,152,30,27470,5160,0,8000,0,2,1, ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,5,5,5,5,5,5,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
98975,10.9444444444444,14.0939597315436,126.845637583892,7,2,2,1,1,0,0,1,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,11,152,0,27470,0,1500,2000,0,2,1, ,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,2,1,1,0,1,0,4,3,3,3,3,3,1,2,2,0,0, ,0,0,0,0,0,1,1,1,1,1,0,0,0,0
99044,8.79393939393939,8.79549950544016,43.9774975272008,17,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,11,152,30,27470,5000,1500,500,0,2,1, ,1,0,0,0,0,1,0,1,0,0,0,0,0,4,1,1,0,0,0,0,1,3,1,1,1,1,0,5,5,5,5,5,5,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99134,8.79393939393939,8.79549950544016,87.9549950544016,17,2,3,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,11,152,0,27470,0,0,0,0,2,1, ,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,5,5,5,4,5,5,1,1,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
99166,9.8909626719057,9.74668275030157,9.74668275030157,17,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,152,2,27500,380, , , ,1, , ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,0,5,5,5,5,5,5,1,2,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
99231,2.8,2.20683903252711,198.61551292744,23,5,3,1,1,1,0,0,0,0,1,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,90,0,90,0,0,11,152,0,27470,0,90000,40000,0,2,1, ,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,0,4,1,4,1,4,3,1,2,2,0,0, ,0,0,0,0,0,1,1,1,1,1,0,1,0,0
99241,10.625,9.76969696969697,68.3878787878788,24,1,3,1,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,11,152,0,27470,0,24000,4000,0,1, , ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,4,3,3,3,1,2,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
99385,10.8823529411765,11.4055555555556,91.2444444444448,24,2,3,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,11,152,46,29870,9000,0,3000,17500,2,1, ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,4,3,3,2,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,1,1,1,1,1,0,0
99482,9.75423728813559,9.51905487804878,57.1143292682927,21,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,11,152,0,27470,0,0,0,0,2,1, ,1,0,0,1,0,0,0,0,1,0,0,0,0,4,1,1,0,1,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,1,2,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
99483,8.96551724137931,8.92489795918367,35.6995918367347,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,152,0,27470,0,0,3000,0,2,1, ,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99493,9.5,9.12222222222222,27.3666666666667,23,1,1,1,1,0,0,0,0,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,20,27470,3300,0,6200,0,1, , ,2,0,1,0,0,0,0,0,0,0,0,1,0, ,1,0,0,0,0,0,1,2,1,1,0,0,0,5,5,5,4,4,5,2, ,2,0,0, ,0,0,0,0,0,1,0,1,0,1,0,0,0,0
99527,7.18181818181818,6.79644268774704,380.600790513834,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,5,37,14,0,11,152,27,28744,4200,750,5000,0,2,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,1,1,0,0,4,4,3,3,3,4,1,2,2,0,0, ,0,0,0,0,0,1,1,1,0,1,1,0,0,0
99528,1.25,.672178988326848,112.92607003891,7,5,3,2,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,168,0,156,12,0,11,152,20,32230,3100,7741,7741,0,2,1, ,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,2,1,1,1,0,0,4,3,3,3,3,3,1,1,2,0,0, ,0,0,0,0,0,1,1,1,1,1,0,1,0,0
99536,1,.986531986531986,78.9225589225589,5,4,2,1,1,1,1,1,0,0,1,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,1,1,0,80,0,79,0,1,11,152,46,27470,7912,1000,1000,0,1, , ,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,1,2,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0
99547,9.8909626719057,9.74668275030157,29.2400482509047,17,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,152,10,33470,2000, , , ,1, , ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,5,5,5,5,5,5,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
99591,9.40344827586207,9.19021739130435,55.1413043478261,14,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,11,152,0,27470,0,0,0,0,2,1, ,1,0,0,0,0,1,0,0,0,0,0,1,0, ,1,0,0,0,0,0,1,1,1,0,1,0,0,4,4,4,4,4,4,1,2,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99596,9.75423728813559,9.51905487804878,19.0381097560976,21,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,11,152,0,27470,0,0,0,0,2,1, ,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,4,4,4,3,4,4,2, ,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99626,8.09756097560976,7.98272138228942,351.239740820734,17,3,3,1,1,1,1,1,1,1,1,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,0,44,0,0,11,152,46,27470,7038,0,1500,0,3, ,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,3,1,1,1,1,0,5,5,5,5,5,5,1,1,1,1,1,2,1,0,0,0,0,1,1,1,1,1,1,1,0,0
99656,9.26315789473684,11.929061784897,310.155606407322,1,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,11,152,10,28000,1600,0,0,0,2,1, ,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,2, ,2,0,0, ,0,0,0,0,0,0,0,1,1,1,0,0,0,0
99717,9.8909626719057,9.74668275030157,58.4800965018094,17,1,1,1,0,0,1,0,0,1,0,0,1,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,11,152,0,27470,0,0,3000,0,1, , ,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,3,3,3,2,3,4,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99787,10.020618556701,10.3803786574871,31.1411359724613,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,152,0,28000,0,0,3000,0,1, , ,1,1,0,1,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,2, ,0,0,0,0,0,4,4,4,4,4,4,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99861,9.5,9.12222222222222,18.2444444444444,23,1,1,1,1,0,1,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,1,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,3,1,1,1,0,0,4,4,4,4,4,4,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99910,9.40344827586207,9.19021739130435,9.19021739130435,14,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99930,9.375,12.8333333333333,102.666666666666,10,2,1,1,1,0,1,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,11,152,22,29688,4108,0,17210,0,2,1, ,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2, ,0,0,0,0,0,5,5,5,5,5,5,1,2,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
99968,9.40344827586207,9.19021739130435,18.3804347826087,14,1,3,1,0,0,1,0,0,0,0,0,1,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,11,152,45,28320,7424,0,2000,0,1, , ,2,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,2,0,0,1,0,0,3,3,3,2,4,3,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99990,9.5,9.12222222222222,9.12222222222222,23,1,1,1,0,0,0,0,0,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,152,25,31470,4015,0,14430,0,2,1, ,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2, ,0,0,0,0,0,4,5,4,3,4,4,1,2,2,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100097,9.8909626719057,9.74668275030157,68.226779252111,17,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,11,152,38,27470,5725,24000,9000,0,2,1, ,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,4,4,4,4,4,4,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100116,3.71428571428571,3.95169082125604,154.115942028986,24,3,2,1,0,0,0,0,0,0,0,1,0,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,0,11,152,20,27470,3068,0,0,0,2,1, ,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,5,5,5,5,5,5,1,2,3,0,0, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100203,9.8909626719057,9.74668275030157,19.4933655006031,17,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,11,152,20,27470,3137,0,2000,0,3, ,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1,0,0,0,0,4,4,4,4,4,4,1,2,3,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100224,9.80952380952381,10.1841831425598,112.026014568158,14,2,4,1,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,11,11,0,0,0,11,152,10,27470,1530,0,1000,0,1, , ,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,4,4,4,3,4,4,1,2,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
100361,1.4,1.2638036809816,36.6503067484664,2,3,1,1,1,1,1,0,0,1,0,0,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,11,152,54,28860,10800,0,26000,0,2,1, ,1,0,0,1,0,0,0,0,1,0,0,0,1, ,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,4,3,4,4,1,1,1,1,1,2,1,0,0,0,0,0,1,1,1,1,1,0,0,0
100456,8.79393939393939,8.79549950544016,79.1594955489614,17,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,11,152,0,27470,0,0,0,0,1, , ,2,0,1,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,1,1,1,0,1,0,5,5,5,5,5,5,1,1,2,0,0, ,0,0,0,0,0,0,1,1,1,1,1,0,0,0
100521,1.33333333333333,1.17056856187291,7.02341137123746,8,4,2,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,11,152,46,29420,9000,17600,1200,0,2,1, ,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,1,1,1,1,0,5,5,5,5,5,5,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
100589,9.75423728813559,9.51905487804878,19.0381097560976,21,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,152,0,28720,0,0,8000,0,1, , ,1,0,0,0,0,1,1,0,0,0,0,1,0, ,1,0,0,0,0,0,1,1,1,1,1,1,0,3,3,3,3,3,3,2, ,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
100646,11.4615384615385,13.7209302325581,68.6046511627905,25,2,1,1,1,1,1,1,1,0,1,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,11,152,38,27470,5828,0,20000,0,2,1, ,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,4,3,4,4,1,2,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
100844,9.73333333333333,10.8425196850394,43.3700787401576,6,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,152,0,27470,0,0,10000,0,1, , ,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,3,3,3,3,4,3,1,2,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
