no,w,j1,j2,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q2,q3,q4,q4a_1,q4a_2,q4a_3,q4a_4,q5,q5a_1,q5a_2,q5a_3,q5a_4,q5a_5,q5a_6,q5a_7,q5a_8,q5a_9,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q6a_6,q6a_7,q6a_8,q6a_9,q6a_10,q6a_11,q7,q8a,q8b,q8c,q8d,q8e,nq9a_1,nq9a_2,nq9b_1,nq9b_2,nq10a,nq10ab,q10b,nq10bb,q11,q11a2,q11a3,q12,q13a,q13ab,nq13b,q14,q15,nq15a,nq15b,q16,q16a,q17,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19,q19a,q20_1,q20_2,q20_3,q20_4,q20_5,q20_6,q20_7,q21,q21a,q21b_1,q21b_2,q21b_3,q21b_4,q21b_5,q21b_6,q21b_7,q21b_8,q21c,q21d,q22,q22a,q23,q23a_1,q23a_2,q24,q24a_1,q24a_2,q24a_3,q24a_4,q24a_5,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q25_7,q25_8
297436,45.125,7,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,8.5,2,30,20000,3335,2,9669,1, , ,2,2,1,12,1,1,0,46,1,1,2,1, , , , , , , , , ,1,2,3,2,2,2,3,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,0,1,0,0,0,0,0
297544,41.92,5,1,1,0,1,1,1,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,2,2,2,2,2,7.5,8,3,0,20000,2001,2,3600,1, , ,1,3,1,24,1,1,2,0,2, ,1,1, , , , , , , , , ,2, ,3,2,2,2,2,2,2,1,3,1,0,0,0,1,1,0,0,2,1,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
297703,51.1052631578947,9,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,7,7,4,10,24000,2668,2,2000,1, , ,1,2,1,12,1,1,3,20,1,1,1,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0
297882,3.11111111111111,13,1,1,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,7,8,3,30,20000,3335,2,6000,1, , ,1,5,1, ,1,1,2,0,1,1,1,1, , , , , , , , , ,2, ,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
297916,50.6818181818182,12,1,1,1,1,1,1,0,3,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,6.5,7.5,2,30,20000,3335,2,6000,1, , ,1,2,1,12,1,1,1,24,1,2,1,1, , , , , , , , , ,1,2,1,1,1,1,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0, ,0,0,0,0,0,1,1,1,0,0,0,0,0
297988,52.4868421052632,7,1,1,1,1,0,1,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,2,2,1,1,2,6.5,10,2,30,20000,2334,2,0,1, , ,1,2,1,12,1,1,2,0,1,1,1,1, , , , , , , , , ,2, ,3,2,2,3,3,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
298064,3.66666666666667,6,1,1,1,1,0,0,0,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,2,4,2,3,1,7,7,4,0,26400,1200,2,0,1, , ,1,3,1,12,1,1,1,12,1,1,1,1, , , , , , , , , ,1,1,3,2,3,3,3,2,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,1,1,0,0,1,0,0
298210,51.5909090909091,6,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,2,9,9,2,0,20000,3335,2,2000,1, , ,1,2,1,12,2,1,2,0,1,2,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
298598,50.9855072463768,19,1,1,1,1,0,1,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,9,3,0,20000,3335,2,0,2,1, ,1,5,1, ,1,2, , ,1,1,3,1, , , , , , , , , ,2, ,2,2,2,2,3,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
299071,1.71428571428571,21,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,7,9,3,30,20000,2668,2,8000,1, , ,3,2,1,12,1,1,1,54,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0
299140,51.9903846153846,4,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,2,1,1,1,1,8,7,1,0,20000,2001,2,2400,1, , ,1,2,1,12,1,1,1,12,1,1,3,1, , , , , , , , , ,1,2,2,2,2,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
299156,52.3703703703704,1,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,1,2,2,1,1,1,7,7,4,0,20665,3335,1, ,1, , ,2,5,1, ,1,2, , ,2, ,1,1, , , , , , , , , ,1,1,3,3,3,3,3,2,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
299180,52.084388185654,2,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,1,2,3,1,1,2,6.5,7.5,3,0,21500,3335,2,3000,1, , ,2,5,1, ,1,1,2,0,2, ,2,1, , , , , , , , , ,1,2,4,3,3,3,4,4,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
299208,37.5555555555556,14,1,1,1,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,4,2,9,9,2,30,23000,0,2,6000,1, , ,2,1, ,24,2,1,3,20,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
299319,52.3703703703704,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,8,6,2,0,22000,3335,2,6000,1, , ,1,5,1, ,1,1,1,0,1,1,1,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,0,1,4,2, ,1,1,0,2,0,1,0,0,0,1,1,1,1,1,0,0,0
299403,51.9903846153846,4,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,8,7,2,30,21000,3500,2,1000,2,1, ,1,2,1,12,1,1,2,30,1,1,3,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
299632,49.375,5,1,1,1,0,0,0,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,7,7.5,3,0,22000,2001,2,6000,1, , ,1,3,1,8,1,1,3,0,1,2,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,1,1,1,0,0,0,1,0,1,0,1,4,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
299690,52.3703703703704,1,1,1,0,1,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,8,4,30,20000,2668,2,3000,1, , ,1,2,1,12,1,1,5,0,1,1,2,1, , , , , , , , , ,1,2,3,3,2,3,3,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0
299715,50.8478260869565,16,1,1,1,1,0,0,0,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,7,7,3,0,20000,2001,1, ,1, , ,1,3,1,12,1,1,6,0,1,1,3,1, , , , , , , , , ,1,2,3,2,2,2,2,2,2,1,1,1,0,0,0,1,1,0,0,3,2,2, ,2,0,0, ,0,0,0,0,0,0,1,1,0,0,0,0,0
300056,53.032,3,1,1,0,1,0,0,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,1,2,7,8,3,0,20000,2668,2,8000,1, , ,1,2,1,12,1,1,1,0,1,2,1,1, , , , , , , , , ,1,2,3,4,5,3,3,3,3,1,1,1,0,0,0,0,0,0,0,2,1,2, ,2,0,0, ,0,0,0,0,0,0,1,0,0,0,1,0,0
300118,48.3818181818182,10,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,6,8,3,0,20000,3335,1, ,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
300274,47.0714285714286,17,1,1,0,1,1,1,0,3,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,9.5,9.5,1,0,20000,3335,2,5000,1, , ,3,5,1, ,1,2, , ,2, ,1,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
300327,51.4490566037736,6,1,1,1,1,0,0,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,7.5,7,3,0,25000,3335,2,3500,1, , ,2,5,1, ,1,1,5,30,2, ,2,1, , , , , , , , , ,2, ,2,1,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0, ,0,0,0,0,0,1,1,1,0,0,0,0,0
300329,51.9903846153846,4,1,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,1,2,2,2,1,2,7,9.5,2,0,21000,1733,2,10000,1, , ,1,3,1,12,1,1,1,43,1,2,1,1, , , , , , , , , ,1,2,4,4,3,4,4,3,4,1,3,0,0,0,0,0,1,0,0,2,4,1,1,2,0,0, ,0,0,0,0,0,0,0,1,1,0,0,1,0
300381,45.125,7,1,1,1,1,1,0,0,3,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,1,2,3,2,2,2,8,8,3,0,20000,2668,2,7000,1, , ,1,2,1,12,1,1,1,30,2, ,2,1, , , , , , , , , ,1,2,2,1,1,1,1,1,2,1,1,1,0,0,1,1,0,0,0,2,4,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
300664,50.6818181818182,12,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,2,6,8,2,0,20000,2668,1, ,1, , ,1,2,1,12,1,1,2,0,1,2,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,0,0,0,0,0
301021,51.1052631578947,9,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,9,3,0,22000,3335,2,8000,1, , ,1,2,1,10,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
301053,51.1052631578947,9,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,8,9,3,0,20000,2001,2,8000,2,1, ,3,3,1,24,1,1,1,30,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
301439,50.7951807228916,8,1,1,1,1,1,1,0,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,1,6,7,2,0,20000,3335,2,5200,1, , ,1,5,1, ,1,1,2,0,1,1,2,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
301576,49.375,5,1,1,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,7,8,2,30,21800,2668,2,8000,1, , ,1,3,1,24,1,1,2,0,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
301983,52.3703703703704,1,1,1,1,1,0,1,0,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,6.5,9,1,0,22000,2001,2,3000,1, , ,1,3,1,24,1,1,1,36,1,1,1,1, , , , , , , , , ,1,2,2,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
301984,39.8947368421053,16,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6.5,8.5,1,30,20000,3335,2,1000,1, , ,2,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,1,2,2,1,1,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
302126,51.4490566037736,6,1,1,1,0,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6.5,8.5,3,0,23000,2668,2,0,1, , ,3,2,1,8,1,1,3,0,1,1,1,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,1,3,0,1,1,0,1,0,0,0,2,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
302164,53.032,3,1,0,1,1,0,0,0,1,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,8,10,2,0,20000,2400,2,3600,1, , ,2,2,1,24,1,1,3,0,1,1,1,1, , , , , , , , , ,2, ,2,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0
302677,50.8478260869565,16,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,2,6,10,3,0,22259,2668,2,15000,1, , ,2,5,1, ,1,2, , ,2, ,3,1, , , , , , , , , ,2, ,2,1,2,3,1,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,0,1,1,1,1,0,0
302733,36.7058823529412,21,1,1,1,1,0,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,2,4,1,1,1,7,8,3,0,21500,3335,2,4700,1, , ,1,3,1,12,1,1,1,0,1,1,3,1, , , , , , , , , ,2, ,3,3,3,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
303075,3.83333333333333,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,2,6,8,3,30,26400,3520,2,2000,1, , ,1,2,1,12,1,1,3,30,1,1,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,1,1,0,0,1,0,0,0,0,1,0,0
303164,52.4868421052632,7,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,1,0,0,0,1,2,2,2,1,1,6.5,8.5,4,30,20000,2668,2,10000,1, , ,2,2,1,20,1,1,0,40,1,1,2,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
303331,52.084388185654,2,1,1,1,1,1,0,0,2,3,2,1,1,1,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,2,7.5,9.5,2,0,20000,2668,2,8000,1, , ,1,2,1,12,1,1,2,0,1,1,3,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,3,1,0,1,1,0,0,0,0,3,1,2, ,2,0,0, ,0,0,0,0,0,0,0,1,1,1,1,0,0
303365,52.3703703703704,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,6.5,10,1,30,20000,3335,2,15000,1, , ,1,5,1, ,2,2, , ,1,1,1,1, , , , , , , , , ,1,2,3,2,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0
303594,49.375,5,1,1,1,1,0,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,7,8,1,30,21000,2001,2,10000,1, , ,1,3,1,24,2,2, , ,1,1,2,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
303748,52.084388185654,2,1,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,6.5,9.5,3,0,20000,2001,2,15000,1, , ,3,3,1,12,1,1,0,48,1,1,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,1,1,0,0,1,1,1,1,1,1,0,0
303997,52.3703703703704,1,1,1,1,1,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,6,9,4,0,20000,3335,1, ,2,1, ,3,5,1, ,1,2, , ,1,1,3,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,2,1,2, ,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
304032,52.3703703703704,1,1,1,1,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,8,10,2,0,21000,3335,2,5000,1, , ,1,5,1, ,1,1,2,0,1,1,1,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0
304076,49.375,5,1,1,0,0,1,0,0,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7.5,8,3,30,24000,3000,2,12000,1, , ,1,2,1,10,1,1,3,30,1,1,1,1, , , , , , , , , ,2, ,2,3,2,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,3,0,0, ,0,0,0,0,0,0,1,0,1,0,0,0,0
304135,44.1714285714286,3,1,1,1,1,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,7,10,3,30,20000,2668,2,15000,1, , ,1,2,1,24,1,1,0,48,1,1,1,1, , , , , , , , , ,2, ,3,3,3,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
304187,52.3703703703704,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,10,2,30,22000,3335,2,10000,1, , ,1,2,1,12,1,1,2,30,1,1,2,1, , , , , , , , , ,1,2,3,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
304343,49.375,5,1,1,1,1,0,0,0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,2,2,2,1,1,7.5,9.5,3,0,20000,3335,2,5000,1, , ,2,4,1,12,1,2, , ,2, ,3,1, , , , , , , , , ,1,2,2,1,2,1,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
304359,45.4805194805195,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,2,3,2,2,1,6.5,7.5,2,30,22300,3335,2,13600,1, , ,2,5,1, ,1,1,2,30,1,1,3,1, , , , , , , , , ,2, ,2,3,2,3,2,3,3,2, ,0,0,0,0,0,0,0,0, , ,1,1,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
304451,51.9903846153846,4,1,1,1,1,0,0,0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7,8,4,30,20000,2668,2,10000,1, , ,2,2,1,10,1,1,2,0,1,2,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,1,1,0,0,1,0,1,0,0,0,2,4,1,2,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
304653,41.92,5,1,1,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,7,8,3,0,20000,2400,2,6000,1, , ,1,2,1,24,1,1,0,48,1,1,1,1, , , , , , , , , ,1,1,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
304927,52.084388185654,2,1,1,1,0,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,6.5,10,1,0,20000,3335,2,3000,1, , ,1,2,1,12,1,1,1,0,1,1,2,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
304968,54.3766233766234,13,1,1,1,1,1,0,0,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,8.5,3,0,18000,2835,2,8000,1, , ,1,5,1, ,1,2, , ,1,1,3,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
304972,52.3703703703704,1,1,1,1,0,1,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,6,8,1,0,20000,2668,2,4500,1, , ,2,5,1, ,1,1,1,0,2, ,2,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,1, ,0,0,0,0,0,1,1,1,1,1,1,0,0
305259,59.025641025641,4,1,1,1,0,0,1,0,3,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,8,6,2,0,24000,0,2,12000,2,1, ,1,1, ,12,1,1,2,0,1,2,1,1, , , , , , , , , ,1,2,2,2,1,2,2,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
305353,52.3703703703704,1,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,7,8,3,30,20000,3335,2,3500,1, , ,1,5,1, ,1,2, , ,1,2,1,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
305418,51.4490566037736,6,1,1,1,1,1,0,0,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,1,2,2,1,1,2,6.5,10.5,3,0,21334,3335,1, ,1, , ,1,5,1, ,1,2, , ,2, ,2,1, , , , , , , , , ,1,2,3,3,3,4,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
